"ID_MARCA","MARCA","ID_LINHA","LINHA","DATA_VENDA","QTD_VENDA"
"3","QUEM DISSE BERENICE","5","HIDRATANTES","4/13/2017","18"
"5","BELEZA NA WEB","3","MAQUIAGEM","9/17/2017","4"
"2","EUDORA","4","SOLAR","10/2/2017","17"
"2","EUDORA","4","SOLAR","6/16/2017","5"
"1","BOTICÁRIO","4","SOLAR","6/21/2017","1"
"4","VULT","5","HIDRATANTES","12/23/2017","6"
"5","BELEZA NA WEB","4","SOLAR","12/9/2017","20"
"3","QUEM DISSE BERENICE","4","SOLAR","9/11/2017","11"
"3","QUEM DISSE BERENICE","1","CABELOS","9/23/2017","1"
"1","BOTICÁRIO","1","CABELOS","3/23/2017","19"
"5","BELEZA NA WEB","5","HIDRATANTES","7/23/2017","8"
"3","QUEM DISSE BERENICE","5","HIDRATANTES","4/19/2017","15"
"5","BELEZA NA WEB","3","MAQUIAGEM","12/10/2017","19"
"2","EUDORA","1","CABELOS","7/31/2017","9"
"1","BOTICÁRIO","3","MAQUIAGEM","12/20/2017","12"
"5","BELEZA NA WEB","5","HIDRATANTES","9/16/2017","20"
"3","QUEM DISSE BERENICE","5","HIDRATANTES","12/25/2017","16"
"1","BOTICÁRIO","4","SOLAR","3/10/2017","6"
"5","BELEZA NA WEB","3","MAQUIAGEM","2/25/2017","17"
"1","BOTICÁRIO","3","MAQUIAGEM","10/2/2017","5"
"1","BOTICÁRIO","4","SOLAR","1/29/2017","11"
"3","QUEM DISSE BERENICE","5","HIDRATANTES","6/20/2017","6"
"1","BOTICÁRIO","4","SOLAR","9/24/2017","13"
"3","QUEM DISSE BERENICE","3","MAQUIAGEM","4/15/2017","18"
"1","BOTICÁRIO","5","HIDRATANTES","4/9/2017","1"
"1","BOTICÁRIO","3","MAQUIAGEM","1/7/2017","13"
"1","BOTICÁRIO","2","PERFUMARIA","1/12/2017","5"
"4","VULT","2","PERFUMARIA","1/31/2017","19"
"4","VULT","1","CABELOS","12/14/2017","11"
"3","QUEM DISSE BERENICE","5","HIDRATANTES","8/7/2017","17"
"4","VULT","4","SOLAR","9/15/2017","14"
"2","EUDORA","1","CABELOS","11/12/2017","11"
"4","VULT","1","CABELOS","12/13/2017","16"
"1","BOTICÁRIO","2","PERFUMARIA","6/11/2017","19"
"4","VULT","4","SOLAR","6/16/2017","1"
"2","EUDORA","1","CABELOS","6/14/2017","11"
"3","QUEM DISSE BERENICE","3","MAQUIAGEM","2/12/2017","3"
"1","BOTICÁRIO","5","HIDRATANTES","1/7/2017","3"
"3","QUEM DISSE BERENICE","3","MAQUIAGEM","12/28/2017","1"
"3","QUEM DISSE BERENICE","4","SOLAR","6/5/2017","1"
"2","EUDORA","3","MAQUIAGEM","8/2/2017","5"
"4","VULT","2","PERFUMARIA","11/9/2017","12"
"5","BELEZA NA WEB","3","MAQUIAGEM","7/31/2017","7"
"3","QUEM DISSE BERENICE","2","PERFUMARIA","3/9/2017","11"
"3","QUEM DISSE BERENICE","2","PERFUMARIA","4/6/2017","14"
"4","VULT","2","PERFUMARIA","5/24/2017","10"
"1","BOTICÁRIO","3","MAQUIAGEM","10/21/2017","14"
"4","VULT","4","SOLAR","2/19/2017","3"
"2","EUDORA","1","CABELOS","12/28/2017","19"
"5","BELEZA NA WEB","1","CABELOS","10/9/2017","5"
"3","QUEM DISSE BERENICE","1","CABELOS","9/6/2017","19"
"2","EUDORA","3","MAQUIAGEM","10/2/2017","20"
"4","VULT","3","MAQUIAGEM","11/5/2017","16"
"5","BELEZA NA WEB","3","MAQUIAGEM","10/5/2017","11"
"2","EUDORA","1","CABELOS","5/25/2017","2"
"2","EUDORA","5","HIDRATANTES","4/6/2017","12"
"4","VULT","5","HIDRATANTES","7/28/2017","15"
"4","VULT","5","HIDRATANTES","2/7/2017","15"
"4","VULT","3","MAQUIAGEM","1/27/2017","4"
"3","QUEM DISSE BERENICE","5","HIDRATANTES","3/22/2017","18"
"3","QUEM DISSE BERENICE","1","CABELOS","11/30/2017","8"
"1","BOTICÁRIO","1","CABELOS","10/21/2017","20"
"5","BELEZA NA WEB","4","SOLAR","4/16/2017","5"
"5","BELEZA NA WEB","4","SOLAR","11/7/2017","14"
"1","BOTICÁRIO","1","CABELOS","6/28/2017","10"
"5","BELEZA NA WEB","2","PERFUMARIA","12/5/2017","4"
"3","QUEM DISSE BERENICE","2","PERFUMARIA","6/21/2017","6"
"2","EUDORA","3","MAQUIAGEM","7/20/2017","7"
"4","VULT","3","MAQUIAGEM","4/29/2017","8"
"3","QUEM DISSE BERENICE","5","HIDRATANTES","9/2/2017","19"
"4","VULT","4","SOLAR","5/7/2017","18"
"2","EUDORA","3","MAQUIAGEM","12/26/2017","8"
"1","BOTICÁRIO","4","SOLAR","9/12/2017","4"
"3","QUEM DISSE BERENICE","2","PERFUMARIA","5/17/2017","8"
"1","BOTICÁRIO","2","PERFUMARIA","9/25/2017","13"
"5","BELEZA NA WEB","4","SOLAR","1/22/2017","19"
"4","VULT","5","HIDRATANTES","12/16/2017","1"
"2","EUDORA","5","HIDRATANTES","2/10/2017","14"
"5","BELEZA NA WEB","1","CABELOS","2/14/2017","5"
"5","BELEZA NA WEB","5","HIDRATANTES","3/2/2017","2"
"4","VULT","3","MAQUIAGEM","6/24/2017","6"
"2","EUDORA","4","SOLAR","8/5/2017","19"
"3","QUEM DISSE BERENICE","1","CABELOS","11/6/2017","6"
"1","BOTICÁRIO","1","CABELOS","2/26/2017","16"
"3","QUEM DISSE BERENICE","1","CABELOS","10/29/2017","16"
"1","BOTICÁRIO","1","CABELOS","9/7/2017","12"
"5","BELEZA NA WEB","4","SOLAR","2/28/2017","17"
"3","QUEM DISSE BERENICE","4","SOLAR","11/17/2017","14"
"5","BELEZA NA WEB","5","HIDRATANTES","1/8/2017","2"
"2","EUDORA","5","HIDRATANTES","4/4/2017","3"
"2","EUDORA","1","CABELOS","2/25/2017","3"
"1","BOTICÁRIO","1","CABELOS","5/6/2017","3"
"1","BOTICÁRIO","5","HIDRATANTES","3/3/2017","19"
"3","QUEM DISSE BERENICE","2","PERFUMARIA","4/2/2017","1"
"5","BELEZA NA WEB","1","CABELOS","12/23/2017","6"
"3","QUEM DISSE BERENICE","4","SOLAR","8/30/2017","16"
"1","BOTICÁRIO","1","CABELOS","6/9/2017","16"
"5","BELEZA NA WEB","3","MAQUIAGEM","10/16/2017","17"
"4","VULT","5","HIDRATANTES","7/6/2017","15"
"3","QUEM DISSE BERENICE","5","HIDRATANTES","4/14/2017","15"
"4","VULT","3","MAQUIAGEM","4/27/2017","9"
"1","BOTICÁRIO","2","PERFUMARIA","3/7/2017","3"
"2","EUDORA","1","CABELOS","8/25/2017","6"
"2","EUDORA","1","CABELOS","6/3/2017","9"
"4","VULT","1","CABELOS","9/11/2017","11"
"4","VULT","2","PERFUMARIA","4/2/2017","7"
"5","BELEZA NA WEB","5","HIDRATANTES","1/28/2017","3"
"4","VULT","4","SOLAR","11/27/2017","1"
"2","EUDORA","2","PERFUMARIA","11/8/2017","18"
"1","BOTICÁRIO","4","SOLAR","3/4/2017","9"
"1","BOTICÁRIO","2","PERFUMARIA","1/14/2017","3"
"3","QUEM DISSE BERENICE","4","SOLAR","12/1/2017","14"
"4","VULT","2","PERFUMARIA","1/9/2017","12"
"5","BELEZA NA WEB","4","SOLAR","2/15/2017","8"
"4","VULT","4","SOLAR","10/25/2017","11"
"4","VULT","1","CABELOS","11/30/2017","11"
"5","BELEZA NA WEB","2","PERFUMARIA","11/23/2017","15"
"3","QUEM DISSE BERENICE","3","MAQUIAGEM","6/21/2017","8"
"4","VULT","4","SOLAR","12/22/2017","3"
"5","BELEZA NA WEB","4","SOLAR","9/27/2017","4"
"5","BELEZA NA WEB","4","SOLAR","12/29/2017","8"
"4","VULT","5","HIDRATANTES","2/13/2017","19"
"1","BOTICÁRIO","4","SOLAR","12/21/2017","3"
"2","EUDORA","2","PERFUMARIA","1/25/2017","15"
"2","EUDORA","5","HIDRATANTES","1/31/2017","7"
"2","EUDORA","4","SOLAR","5/23/2017","17"
"3","QUEM DISSE BERENICE","4","SOLAR","1/27/2017","9"
"1","BOTICÁRIO","4","SOLAR","2/17/2017","1"
"5","BELEZA NA WEB","2","PERFUMARIA","8/22/2017","1"
"5","BELEZA NA WEB","5","HIDRATANTES","8/11/2017","16"
"3","QUEM DISSE BERENICE","3","MAQUIAGEM","8/3/2017","16"
"1","BOTICÁRIO","2","PERFUMARIA","10/1/2017","3"
"4","VULT","1","CABELOS","4/1/2017","2"
"3","QUEM DISSE BERENICE","2","PERFUMARIA","9/28/2017","12"
